,id,listing_url,name,description,picture_url,host_id,host_url,host_name,host_response_rate,neighbourhood,neighbourhood_group,latitude,longitude,room_type,accommodates,room_type,bedrooms,beds,price,minimum_nights,review_scores_rating,availability_365,instant_bookable,bathrooms
14486,34639457,https://www.airbnb.com/rooms/34639457,"Bright, colourful flat in Neukölln","The flat is spacious, with loads of natural light, a massive 2m x 2m bed in the bedroom and a double sofa bed in the living room. In the kids room there is a small child size bed  plus an adult single bed (mezzanine) and we have a crib for a little baby. <br />The area is known for it's many bars and restaurants, however, the road itself is a tree lined cul de sac and very quiet for its location. Public transport is under 5 minutes, Tempelhofer Feld and lovely Hasenheide Parks a little walk away.<br /><br /><b>The space</b><br />We live in this flat so it is full of our personal stuff --- if you are looking for a steril holiday let, this isn't the place for you. We only rent it out when we are on holiday ourselves, so you will have the whole place to yourself.<br /><br /><b>Guest access</b><br />You are welcome to have friends over for dinner etc, but absolutely no parties, please.",https://a0.muscache.com/pictures/06cc972b-17f0-4b73-95b9-47e7f3384731.jpg,251497729,https://www.airbnb.com/users/show/251497729,Kristina,50.0,Neuköllner Mitte/Zentrum,Neukölln,52.48285,13.429260000000001,Entire home/apt,5,Entire home/apt,2.0,3.0,90.0,2,97.0,161,f,1.0
14487,34644413,https://www.airbnb.com/rooms/34644413,Traum Wohnung in City Lage !,Die Wohnung liegt sehr zentral. Bus und S-Bahn in unmittelbarer Nähe. Parkplätze ohne Parkraumbewirtschaftung. Halensee direkt vor der Tür. Autobahnanbindung in kurzer Zeit. Einkaufsmöglichkeiten in der Nähe.<br />Die Wohnung verfügt über alles was man braucht.,https://a0.muscache.com/pictures/e6d46e71-049b-41ac-9878-3afda5a5bdeb.jpg,245041680,https://www.airbnb.com/users/show/245041680,Katharina,0.0,Grunewald,Charlottenburg-Wilm.,52.49505,13.28314,Entire home/apt,4,Entire home/apt,2.0,2.0,90.0,30,0.0,83,f,1.0
14489,34645500,https://www.airbnb.com/rooms/34645500,Berlin im komfortablen Jetzt - im Licht von Früher,"In the very center yet still a bit out of time<br /><br />Reaching every part of any main cultural location within minutes the most important tube (U8) and the Ringbahn (urban railway circle) in 100m walking distance – two important trams (M1 & 50) on 250m<br /><br /><b>The space</b><br />Zusammenfassung<br />•         neu saniert und schick (70´s Küchen-Fließen Spiegel und Wohnzimmerküche-Durchreiche – da bleibt kein Vintage-auge trocken und Stirnholzparkett fürs Berlin Show-Off);<br />•         keine Badewanne sondern bodengleiche Dusche;<br />•          Lage ist Nahverkehrs- und Einkaufs-technisch eine der besten in Berlin<br />•      ein Herren Trekkingrad (mit Halter für Kindersitz) steht für Schnellerkundungen bereit - weitere Räder/Kindersitze sind in der Stadt leicht zu mieten <br /><br />Zunächst – Ja diese Wohnung ist wunderschön und wir möchten, dass sie es bleibt – <br />Das dieser Ruhepol im Herzen des Berliner Strudels 2019 durch Architekturbüro aufs Besonnenste saniert w",https://a0.muscache.com/pictures/121d62b9-6313-4231-a8a3-8067f0f242a2.jpg,10168498,https://www.airbnb.com/users/show/10168498,Dirk,0.0,Osloer Straße,Mitte,52.55096999999999,13.39124,Entire home/apt,3,Entire home/apt,2.0,1.0,105.0,2,0.0,59,t,1.0
14506,34681413,https://www.airbnb.com/rooms/34681413,Apartment with great comfort in Nature,"The Elegant and comfortable Apartment contains 2 Floors with a huge Roof garden and is located just at the Edge of the Woods (forest).<br /><br /><b>The space</b><br />A bright and spacious  Living room with a dinning section.3 comfortable sleeping Rooms. An equipped  kitchen and tiolet. A spacious Roof garden suitable for grilling.<br /><br /><b>Other things to note</b><br />Its a nice, quiet and peaceful Environment perfect for sporters and To take walks since the forest is closeby giving everyone the opportunity to enjoy nature.<br /><br /><b>License number</b><br />09/Z/AZ/001813-19",https://a0.muscache.com/pictures/7b66dc4e-0a7e-4f5f-a1a0-d1fcd8225396.jpg,261605200,https://www.airbnb.com/users/show/261605200,Laura,100.0,Köpenick-Nord,Treptow - Köpenick,52.47374,13.5841,Entire home/apt,6,Entire home/apt,3.0,3.0,100.0,2,95.0,42,t,1.0
14508,34700142,https://www.airbnb.com/rooms/34700142,Funky & spacious apartment - downtown West Berlin,"Beautiful apartment on a quiet side-street in the center of downtown west Berlin.  Lots of light from ceiling-high windows. Designer furniture. 2 big bedrooms with blackout blinds, king and queen size beds. High-end mattresses and linens. Living/dining room. 2 bathrooms with clawfoot bathtub & shower. Fully-equipped eat-in kitchen. Great location to explore the city. Close to major transportation hub, great restaurants, cafes, galleries, venues. All amenities high-end, Nespresso machine, etc.<br /><br /><b>The space</b><br />Newly renovated, fully equipped, generously proportioned apartment typical of west Berlin. The four-meter high (13 ft) ceilings are decorated with ornate stuck typical of late-nineteenth-century Jugendstil.  Quiet, private with 2 big bedrooms each equipped with high-quality beds and linens. 2 bathrooms – one with walk-in shower, the other with freestanding clawfoot tub. A large sunny living room with elegant leather sofas, ceiling-high windows, dining table, Bose s",https://a0.muscache.com/pictures/pro_photo_tool/Hosting-34700142-unapproved/original/08d6a0a1-fcc1-466a-babc-78eb1e2d7c19.JPEG,1124543,https://www.airbnb.com/users/show/1124543,Elli,60.0,Düsseldorfer Straße,Charlottenburg-Wilm.,52.49887,13.323889999999999,Entire home/apt,5,Entire home/apt,2.0,2.0,132.0,5,100.0,320,f,2.0
14515,34742341,https://www.airbnb.com/rooms/34742341,"modernes, zentrales Dachgeschoss! Terrasse&Netflix","Fühle dich wohl in unserem gemütlichen, 60qm großen Dachgeschoss Loft. <br />Sehr zentral gelegen, direkt am Ende des Kurfürstendamms, bist du in weniger als 5 Minuten zum Shopping im KaDeWe, am Zoo oder im Szeneviertel am Nollendorfplatz.  Die Küche ist komplett ausgestattet. Im Schlafzimmer steht dir ein Queensize Bett und im Wohnbereich eine gemütliche Schlafcouch zur Verfügung. Genieße den Abend bei Netflix 'n' chill oder bei einem Glas Wein auf der kleinen Terrasse mit Blick über den Ku'damm.<br /><br /><b>The space</b><br />Unsere Dachgeschosswohung ist stylisch, modern und gemütlich eingerichtet und verfügt über viele Extras. <br />Im Wohnraum befindet sich ein großer Tisch an welchem bis zu 8 Personen Platz finden, eine gemütliche Eckcouch mit Smart TV und Netflix läd zum chillen ein. Ein zusätzliches Schlafsofa gibt es ebenfalls - das ist praktisch da dieses dritte Bett dann ohne weiteres nicht jeden Tag auf und abgebaut werden muss und man trotzdem gemütlich auf der Couch lüm",https://a0.muscache.com/pictures/dd1d776f-899d-43ef-a04d-4bf0edad1bd1.jpg,5092780,https://www.airbnb.com/users/show/5092780,Stefan,83.0,Schöneberg-Nord,Tempelhof - Schöneberg,52.50085,13.34716,Entire home/apt,3,Entire home/apt,1.0,2.0,102.0,2,100.0,145,f,1.0
14523,34767448,https://www.airbnb.com/rooms/34767448,Cosy typical Berlin-Apartment in perfect central location at U Bernauer Str. to explore the city.,"Die Altbauwohnung (36m2) befindet sich im 2. OG und hat 2 Zimmer, Küche und Bad. Das Schlafzimmer ist mit einem Doppelbett ausgestattet und im Wohnzimmer (Durchgangszimmer) befindet sich eine Doppelschlafcouch. Eine weitere Matratze kann gerne zur Verfügung gestellt werden. Die maximale Auslastung der Wohnung beträgt 5 Personen. Die Altbauwohnung ist liebevoll und individuell gestaltet und wird nur zwischenzeitlich untervermietet. WiFi ist kostenlos zugänglich wobei sich jedoch ganz bewusst keine TV Geräte oder Anschlüsse im Hause befinden. <br />Gegen einen kleinen Aufpreis kann auf Anfrage der Waschkeller mitbenutzt werden. Spülmaschine gibt es keine. Das Bad ist mit einer Badewanne ausgestattet. Ein Fön kann gerne ausgeliehen werden.<br />Im Haus befindet sich ein Bioladen & Bistro. Das Haus ist ansonsten von gesundheitsbewussten, Yoga-Praktizierenden bewohnt. Wenn gewünscht, kann gegen Aufpreis eine Privat- oder Gruppenstunde in Hatha-Yoga und/oder Meditation gebucht werden. Außerd",https://a0.muscache.com/pictures/570a65ba-9c12-425e-b93f-f5d42bca2835.jpg,7198786,https://www.airbnb.com/users/show/7198786,Oliver,100.0,Brunnenstr. Süd,Mitte,52.53781,13.395320000000002,Entire home/apt,5,Entire home/apt,1.0,3.0,89.0,2,100.0,293,t,1.0
14524,34768889,https://www.airbnb.com/rooms/34768889,Apartments Berlin Wall - White,"Die Altbauwohnung (36m2) befindet sich im 2. OG und hat 2 Zimmer, Küche und Bad. Das Schlafzimmer ist mit einem Doppelbett ausgestattet und im Wohnzimmer (Durchgangszimmer) befindet sich eine Doppelschlafcouch. Eine weitere Matratze kann gerne zur Verfügung gestellt werden. Die maximale Auslastung der Wohnung beträgt 5 Personen. Die Altbauwohnung ist liebevoll und individuell gestaltet und wird nur zwischenzeitlich untervermietet. WiFi ist kostenlos zugänglich wobei sich jedoch ganz bewusst keine TV Geräte oder Anschlüsse im Hause befinden. <br />Gegen einen kleinen Aufpreis kann auf Anfrage der Waschkeller mitbenutzt werden. Spülmaschine gibt es keine. Das Bad ist mit einer Badewanne ausgestattet. Ein Fön kann gerne ausgeliehen werden.<br />Im Haus befindet sich ein Bioladen & Bistro. Das Haus ist ansonsten von gesundheitsbewussten, Yoga-Praktizierenden bewohnt. Wenn gewünscht, kann gegen Aufpreis eine Privat- oder Gruppenstunde in Hatha-Yoga und/oder Meditation gebucht werden. Außerd",https://a0.muscache.com/pictures/705ba6cd-0570-42ab-9b0f-9c521fb623ad.jpg,7198786,https://www.airbnb.com/users/show/7198786,Oliver,100.0,Brunnenstr. Süd,Mitte,52.53698000000001,13.396360000000001,Entire home/apt,5,Entire home/apt,1.0,3.0,89.0,2,0.0,295,t,1.0
14528,34783757,https://www.airbnb.com/rooms/34783757,Apartments Berlin Wall - Shunja,"Das Einzimmerapartment mit offener Küche (27m2) befindet sich im EG und hat ein Duschbad. Das Zimmer ist mit einer Doppelschlafcouch ausgestattet. Weitere Matratzen können gerne zur Verfügung gestellt werden. Die maximale Auslastung der Wohnung beträgt 3 Personen. Die Einzimmeraltbauwohnung ist liebevoll und individuell gestaltet und wird nur zwischenzeitlich untervermietet. WiFi ist kostenlos zugänglich wobei sich jedoch ganz bewusst keine TV Geräte oder Anschlüsse im Hause befinden. <br />Gegen einen kleinen Aufpreis kann auf Anfrage der Waschkeller mitbenutzt werden. Spülmaschine gibt es keine. Ein Fön kann gerne ausgeliehen werden.<br />Hof und Terrasse können gerne genutzt werden.<br />Rauchen ist auf dem gesamten Gelände nicht gestattet.<br />Im Haus befindet sich ein Bioladen & Bistro. Das Haus ist ansonsten von gesundheitsbewussten, Yoga-Praktizierenden bewohnt. Wenn gewünscht, kann gegen Aufpreis eine Privat- oder Gruppenstunde in Hatha-Yoga und/oder Meditation gebucht werden.",https://a0.muscache.com/pictures/73477a04-27f2-44ea-be4b-73c99b102ab6.jpg,7198786,https://www.airbnb.com/users/show/7198786,Oliver,100.0,Brunnenstr. Süd,Mitte,52.53698000000001,13.395560000000001,Entire home/apt,3,Entire home/apt,1.0,2.0,69.0,2,100.0,290,t,1.0
14529,34793793,https://www.airbnb.com/rooms/34793793,Steglitz -Große Gruppen u. Familien im Südwesten,Die Wohnung liegt im Erdgeschoss und ist sehr hell und grosszügig. Sie hat ein grosses Bad<br /><br /><b>Other things to note</b><br />Late Check in Tax (later 22 h): 40 €,https://a0.muscache.com/pictures/7543c2f6-25bd-40d4-9d07-5e21cb88e3cd.jpg,115791256,https://www.airbnb.com/users/show/115791256,Julian,98.0,Albrechtstr.,Steglitz - Zehlendorf,52.44856,13.343379999999998,Entire home/apt,8,Entire home/apt,3.0,6.0,129.0,3,92.0,365,f,1.0
14530,34796433,https://www.airbnb.com/rooms/34796433,"Bright, spacious apartment in Berlin-Schöneberg","Bright, fully-furnished, newly renovated apartment to rent in the popular, downtown district of Berlin Schöneberg. Ideal temporary home for professional couple or small family moving to Berlin. Situated in a lovely, residential street just 3 min. from the U7 metro line, the apartment is perfect for exploring the major sights of the city. Schöneberg is a lively, relaxed district full of cafés, shops and restaurants and borders the districts Kreuzberg, Mitte and Charlottenburg.<br /><br /><b>The space</b><br />The flat is extremely comfortable and newly renovated to a very high standard.  It contains all mod cons, a large Samsung smart TV, a fully-fitted, well-equipped kitchen, bedding, hoover, iron/ironing board, hairdryer, towels, etc. The spacious living room opens on to a large balcony. There is a large bathroom, hall, kitchen with fridge freezer, washing machine, oven and dishwasher, a small utility room and a cellar for storage.<br /><br /><b>Guest access</b><br />The entire apartm",https://a0.muscache.com/pictures/c6ecdb5b-ea05-41cb-8542-9bfbe14d832f.jpg,262362133,https://www.airbnb.com/users/show/262362133,Lynda,100.0,Schöneberg-Nord,Tempelhof - Schöneberg,52.49078000000001,13.36382,Entire home/apt,3,Entire home/apt,2.0,2.0,58.0,150,100.0,147,t,1.0
14540,34838417,https://www.airbnb.com/rooms/34838417,3BR-5min walk to  Gendarmenmarkt /Friedrichstrasse,"My place is in a quiet area in Berlin Mitte, an Ideal location within walking distance to all major tourist spots such as :<br />-Unter den Linden, potsdamer platz, Berlin Dome are 10-20 mins away by foot<br /><br />-3 blocks from Gendarmenmarkt: well known for the most famous Christmas market in Berlin, galleries Lafayette and Checkpoint Charlie<br /><br />-2 blocks from Friedrichstraße: the shopping street and tons of shops and Restaurants<br /><br />-2 blocks from the U6 & U2 Stadtmitte  station<br /><br />-1 block from the grocery<br /><br /><b>The space</b><br />My apartment is 130 square meters or 1399 square feet, with balconies, bright, and quiet neighbourhood. The inside building courtyard has a very nice playground for kids. The space is good for families, large group of travelers and business travelers who are looking for the convenient place and affordable price in the center of Berlin. <br /><br />The apartment consists:<br />-3 Bedrooms with full (double) beds . The bed m",https://a0.muscache.com/pictures/pro_photo_tool/Hosting-34838417-unapproved/original/7e50c151-b3ca-4c18-91ae-1cf172a9eb1b.JPEG,3135857,https://www.airbnb.com/users/show/3135857,Sasikan,100.0,Regierungsviertel,Mitte,52.51016,13.38924,Entire home/apt,4,Entire home/apt,3.0,3.0,160.0,3,98.0,79,f,2.0
14544,34851261,https://www.airbnb.com/rooms/34851261,Living in 6th floor apartment at Nollendorfplatz,"The flat is bright and modernish, on th balcony you can grap plenty of sun, also there will be a way to get on top of the building to also catch the sundown. There should be everything inside the flat to make living comfortable.<br /><br /><b>The space</b><br />6th floor, 2 room flat. One kitchen, one bathroom. Nothing else to say. :D I will live in a seperate room, so you can also come with 2 or 3 people or as a couple. The room you are living in is the living room. From the living room there is the door to my room. If you are lucky, I wont even be there during your stay, cause I sleep at my girlfriends house mostly. In that case you could also use the bedroom for free.",https://a0.muscache.com/pictures/d685ac67-5421-4dac-83e4-71bf54421968.jpg,23738175,https://www.airbnb.com/users/show/23738175,Can,0.0,Schöneberg-Nord,Tempelhof - Schöneberg,52.497330000000005,13.357660000000001,Private room,5,Private room,1.0,1.0,40.0,2,87.0,257,t,0.0
14552,34880491,https://www.airbnb.com/rooms/34880491,STYLISH FLAT W BALCONY IN THE HEART OF WEST BERLIN,"Tucked away in the heart of West Berlin in a leafy side street behind Berlin's iconic boulevard Ku'Damm; this charming period apartment (circa 1906) is not just superbly located but incredibly cosy and quiet. With just a 4 minute walk to the nearest metro station, commuting in and around Berlin could not be easier. This spacious and tastefully decorated first floor apartment is perfectly suited for couples, small families and friends who appreciate the laid back calmer side of Berlin.<br /><br /><b>The space</b><br />The apartment, built in 1906, boasts high ceilings, wooden parquetry flooring, original Art Nouveau details and a large balcony. The marble tiled bathroom consists of a separate tub, shower and bidet. The space has been tastefully furnished with a combination of old and new pieces; designer chairs, classic danish 60's sideboard, pre and post war European vintage and modern Scandinavian pieces to preserve lightness.<br /><br />KEY FEATURES:<br />- 3 large rooms ('Berliner Z",https://a0.muscache.com/pictures/b87ec12f-9901-45be-b643-8d6c9ac52617.jpg,6650725,https://www.airbnb.com/users/show/6650725,Ann,100.0,Düsseldorfer Straße,Charlottenburg-Wilm.,52.49873,13.309989999999999,Entire home/apt,4,Entire home/apt,2.0,2.0,112.0,7,100.0,351,f,1.0
14553,34880799,https://www.airbnb.com/rooms/34880799,Traumhaft schöne Wohnung mit Dachterrasse,"128 qm Wohnung mit 2 Schlafzimmern, Wohnzimmer, Kinderzimmer, großer Küche  und schöner Dachterrasse im Herzen von Berlin im  Prenzlauer Berg.<br />10 min zum Alexanderplatz.<br />Der tolle Kollwitzkiez ist in 3 min zu Fuß zu erreichen.<br />Unzählige Cafes, Restaurants und Läden laden zum Entdecken ein.<br />Entspannen kann man sich zwischendurch auf der ruhigen und tagsüber sonnigen Terrasse.<br />Schlafzimmer und Wohnzimmer gehen zur Prenzlauer Allee raus.<br />Terrasse, Küche und Kinderzimmer in den ruhigen Hinterhof.<br /><br /><b>The space</b><br />Die Wohnung ist komplett eingerichtet , so dass man sich sofort wie Zuhause fühlt.<br />Auch in unserem Haus herrscht eine sehr nette Atmosphäre.",https://a0.muscache.com/pictures/ebc1fb8d-7e61-41ca-85c3-439aa91d33d8.jpg,262942262,https://www.airbnb.com/users/show/262942262,Kristina,100.0,Prenzlauer Berg Süd,Pankow,52.53151999999999,13.421270000000002,Entire home/apt,5,Entire home/apt,3.0,3.0,129.0,6,100.0,267,f,1.0
14554,34881718,https://www.airbnb.com/rooms/34881718,Maison avec terrasse/ House with terrace.,"Allowed rental n°/Registriernummer 04/Z/RA/008107-18<br /><br />You will find a comfortable NON SMOKING house in a green district of Berlin very close to Kurfürstendamm. It takes only 15 minutes to go to Zoologischer Garten and to discover former ""West Berlin"". A few more stations later you will reach Brandenburger Tor, Unter den Linden, Friedrichstrasse, wonderful spots to start sightseeing.<br /><br />In summer the house is great to have breakfast on the terrace before starting  your day.<br /><br /><b>The space</b><br />The advantage of the location is to calm down after a interesting day of seeing all famous attractions of Berlin by sitting in the garden or by having a walk in the district of Grunewald  or in the nearby forest.<br /><br /><b>Other things to note</b><br />smoking is not allowed",https://a0.muscache.com/pictures/3ce921f2-81d6-4d80-a44c-45625b4820b8.jpg,33697325,https://www.airbnb.com/users/show/33697325,Katharina,43.0,Grunewald,Charlottenburg-Wilm.,52.49315,13.27048,Entire home/apt,4,Entire home/apt,3.0,3.0,200.0,3,98.0,41,f,2.5
14556,34882389,https://www.airbnb.com/rooms/34882389,120qm Wohnung direkt Kudamm/ 10 min zur Messe,"Die 120qm große vollausgestatte Altbauwohnung befindet sich im Herzen Charlottenburgs.Mein Lebensgefährte und ich leben in der Wohnung und ein Zimmer ist während der Vermietung nicht zugänglich. Auf Anfrage sind wir in der Zeit der Vermietung nicht vor Ort. <br />Sie ist äußerst verkehrsgünstig gelegen. Man innerhalb von 5 Minuten zur Wilmersdorfer Einkaufsstraße und Kudamm. Sehr gute öffentliche Verkehrsanbindung, mit U-/ S- Bahn und Bus.Im Umkreis finden sich zahlreiche Kulturangebote.<br /><br /><b>The space</b><br />Neu sanierte Altbauwohnung Mit 2 Flügeltüren , die 3 Zimmer verbinden. <br />Das neu sanierte Bad zeichnet sich durch eine  Badewanne, helle Fliesen und einem Fenster aus. <br />In der Küche finden sich alle notwendigen Elektrogeräte wie Waschmaschine, Trockner und Kühlschrank. Voll ausgestattet verfügt sie über Kochgeschirr, zahlreiche Kochutensilien und einem Herd. <br /><br />Die Wohnung ist sehr sehr Hell und verfügt über einen kleinen gemütlichen Balkon.<br /><br /",https://a0.muscache.com/pictures/a636106f-3f55-4816-9b88-8a7722fcd90f.jpg,19717919,https://www.airbnb.com/users/show/19717919,Jill,0.0,Halensee,Charlottenburg-Wilm.,52.50014,13.295770000000001,Entire home/apt,4,Entire home/apt,2.0,5.0,362.0,3,0.0,363,f,1.0
14557,34882466,https://www.airbnb.com/rooms/34882466,Bright space in Rixdorf,"Bright and nice space to have on your visit in Berlin. <br />You will have the whole place of 2 bedrooms for your own!<br />Breakfast is included ( Vegan milk, müsli, oats, nuts,  juice, bread) and of course<br /><br /><b>The space</b><br />The apartment is spacious, bright and comfortable. <br />It´s minimalistic and earthy decoration will make you feel good.<br /><br /><b>Other things to note</b><br />There is professional bartending as well as barista equipment which is ready to use!",https://a0.muscache.com/pictures/dd9c2a20-921c-4390-81fc-d71ae5abdfb0.jpg,180542608,https://www.airbnb.com/users/show/180542608,Fotios,100.0,Rixdorf,Neukölln,52.473490000000005,13.45469,Entire home/apt,5,Entire home/apt,2.0,3.0,94.0,3,97.0,32,f,1.0
14559,34883368,https://www.airbnb.com/rooms/34883368,Komfortabel am Park: Wohnen und Arbeiten in Berlin,"Ruhig und verkehrsgünstig: Große, komfortable Altbauwohnung am Treptower Park. Kostenlose Parkplätze vor der Tür, Flughafen Schönefeld schnell zu erreichen, direkte Anbindung zu Hauptbahnhof u. Ostkreuz. 2 Schlafzimmer mit Doppelbetten, Wohnzimmer mit Schlafcouch, 2 Bäder, Balkon, Küche, Waschmaschine/Trockner, Babybetten. Komplett ausgestattet. Wenige, nette Nachbarn, Supermarkt, Arzt, Apotheke nebenan. Viel Grün vorm Haus, Wlan u. Amazon Prime TV. Ideal für Home Office und Social Distancing.<br /><br /><b>The space</b><br />Unsere wunderschöne Wohnung befindet sich in einem denkmalgeschützten Palais von 1910 und wurde aufwendig mit hochwertigen Materialien saniert. Große Doppelglasfenster und hohe Decken sorgen für ein helles und prachtvolles Ambiente und einen großartigen Ausblick direkt auf Berlins schönsten Park. <br /><br />Die Wohnung eignet sich dank schnellem Wlan und ruhigen Nachbarn perfekt zum zurückgezogenen Arbeiten und Wohnen.  Pausen und Wochenenden kann man im wundersc",https://a0.muscache.com/pictures/8ec6c9ef-7df1-4ea3-97b0-78a483a1aa3c.jpg,209900740,https://www.airbnb.com/users/show/209900740,Karin,100.0,Plänterwald,Treptow - Köpenick,52.48498000000001,13.464570000000002,Entire home/apt,6,Entire home/apt,2.0,3.0,131.0,3,97.0,85,f,2.0
14560,34890347,https://www.airbnb.com/rooms/34890347,"Spacious, well-connected Neukölln Apartment","Design apartment in Neukölln just 10 mins walk or a short bus ride from Berlin’s major U8, U7, S41/42. <br /><br />Enjoy a large bedroom equipped with queen size bed & memory foam mattress topper, sofa bed, large mirror & artisanal touches. <br /><br />The living room with queen size sofa bed offers privacy and comfort with its attached coffee nook. Need to work? Our home office station is the perfect spot to focus.  <br /><br />The fully equipped kitchen is a chef’s dream, and the bathroom features a rainfall shower & tub.<br /><br /><b>The space</b><br />The kitchen is equipped with a microwave, oven, induction cook top, professional grade knives, fridge and freezer and dishwasher. You can make coffee using a French press. The kitchen features a glass barn style sliding door. The dining room table seats 4-5 and two more can sit at the eat-in island. <br /><br />The bedroom with its huge moroccan rug offers a feeling of complete relaxation, and is also where a single sleeper pull out ",https://a0.muscache.com/pictures/4763b265-7873-4ae0-9da3-e6d0431fc57b.jpg,89571232,https://www.airbnb.com/users/show/89571232,Zachary,83.0,Britz,Neukölln,52.46034,13.439020000000001,Entire home/apt,5,Entire home/apt,1.0,3.0,100.0,1,100.0,44,f,1.0
14565,34904605,https://www.airbnb.com/rooms/34904605,120 qm Altbau mit Balkon zwischen zwei Parks!!!,"Schöne 120 qm Altbauwohnung mit Balkon, liegt direkt zwischen zwei Parks und zwei U-Bahnstationen!!!<br /><br />Ideal für Familien aber natürlich sind hier alle willkommen. Der große Park Tempelhofer Feld liegt 5 Minuten zu Fuß entfern. Ein weiterer großer Park, die Hasenheide ist ebenfalls in 5 Minuten zu erreichen.<br /><br />Achtung:<br />Das ist unsere Familienwohnung - hier werden keine Partys gefeiert!!!<br /><br /><b>The space</b><br />Unsere wunderschöne helle Altbauwohnung (3,20 m hohen Decken) mit Holzboden liegt im zweiten Stock.<br />Das ruhige Schlafzimmer liegt zum Hinterhof (Doppelbett). Ebenso das Kinderzimmer (2x Doppelbett - Auch für Erwachsene geeignet). In der großen Wohnküche darf gerne gekocht werden. Das Wohnzimmer mit Balkon kann eventuell auch als Schlafmöglichkeit genutzt werden. Das Bad ist geräumig und mit Waschmaschine+Trockner ausgestattet.",https://a0.muscache.com/pictures/20dc80fe-ad0c-48ef-986e-751be88bcef0.jpg,140470385,https://www.airbnb.com/users/show/140470385,Stefano,100.0,Neuköllner Mitte/Zentrum,Neukölln,52.48137,13.4273,Entire home/apt,6,Entire home/apt,2.0,3.0,100.0,2,95.0,71,f,1.0
14566,34908507,https://www.airbnb.com/rooms/34908507,"Spacious, full suite with natural light - Berlin","Das ruhige und moderne Apartment verfügt über drei Schlafzimmer mit Doppelbetten und einen großen Wohn- und Esszimmerbereich. Eine eigene vollausgestattete Küchenzeile steht ebenfalls zur Verfügung. WLAN nutzen Sie kostenfrei.<br />Perfekt geeignet für kleinere Gruppen oder Familien.<br />Frühstück, Mittag- oder Abendessen können außer Montags täglich ab 10.00 Uhr im angrenzenden Restaurant Jasper's serviert werden.",https://a0.muscache.com/pictures/54b4a518-7564-4015-97d2-1edd62d9bddb.jpg,257726278,https://www.airbnb.com/users/show/257726278,Stephan,100.0,Brunnenstr. Süd,Mitte,52.53683,13.3998,Hotel room,6,Hotel room,3.0,3.0,114.0,1,97.0,332,t,1.0
14567,34925314,https://www.airbnb.com/rooms/34925314,Dreamy & Huge Berlin Style Luxury AltBau Room,"Welcome to our beautiful Alt Bau 3 bedroom apartment. Your 40m2 high ceiling, bright room and quiet room awaits you! This tastefully furnished apartment is located in the heart of Berlin Mitte - the cultural center of Berlin, in a side street of Torstrasse. Within max. 15 mins walking distance to Friedrichstadtpalast, the Museum Island and the main train station can be reached. LGBTQI welcome and centered (: 10am is check out! 3pm-11pm is the check in window. Coordinating check in is mandatory.<br /><br /><b>The space</b><br />This is a beautiful old style, fully equipped Berlin apartment in the middle of the most popular sights.<br />This space is versatile: whether you're on a shopping trip with friends or on a romantic getaway with a loved one, here you can find a peaceful sanctuary right in the middle of the city. <br /><br />The apartment is furnished with quality furniture and has only been lived in for a few short months. You will find all the amenities you would expect at your ",https://a0.muscache.com/pictures/dea16ae0-ee93-4985-9416-275ed7d2c2c2.jpg,82700967,https://www.airbnb.com/users/show/82700967,Navidad,100.0,Brunnenstr. Süd,Mitte,52.53074,13.40581,Private room,3,Private room,1.0,1.0,165.0,2,89.0,363,f,0.0
14569,34926726,https://www.airbnb.com/rooms/34926726,Roof Top of Berlin Neukölln,"Offered is a beautiful room in a wonderful apartment in Berlin-Neuköln. The apartment is centrally located and all city's attractions are easily reached with the public transportations. The closest Metro Station is ""U-Bahn Leinestraße"" or ""S-Bahn Hermannstraße""<br /><br /><b>The space</b><br />Amazingly light filled, beautifully constructed and fully renovated home. The apartment has a big living room with a nice possibility to sleep. Furthermore one bathroom, a beautiful kitchen with commercial appliances, a lovely living room with dining area and a fantastic balcony. <br />The apartment is in the 5th floor and offers a beautiful view over the rooftops of Berlin.<br /><br />At least you have to stay 2 month in the flat<br /><br /><b>Other things to note</b><br />The interior decoration was selected with a lot of love. Please be respectful and take care. We love our apartment.",https://a0.muscache.com/pictures/543593af-c552-4f40-9274-77c6a037a206.jpg,27251220,https://www.airbnb.com/users/show/27251220,Lasse,100.0,Schillerpromenade,Neukölln,52.47041,13.42539,Entire home/apt,3,Entire home/apt,1.0,1.0,60.0,90,100.0,363,f,1.0
14570,34928665,https://www.airbnb.com/rooms/34928665,schöne 2-Zimmer Wohnung in Prenzlauer Berg,"Die Wohnung liegt mitten in Prenzlauer Berg, 10 Minuten vom Alexanderplatz, 20 Minuten zum Kudamm. Einkaufsmöglichkeiten in der nähe ca. 250m.<br /><br /><b>The space</b><br />Meine Wohnung bietet Schlafraum für 4 Personen an. Einbauküche mit den wichtigsten Utensilien. Badezimmer mit Badewanne und Duschwand. Bett 180x200 und Ausziehcouch und Esstisch im Wohnzimmer. Fernsehen und W-lan vorhanden.",https://a0.muscache.com/pictures/8170369c-86c7-4ab0-8bd7-0bb276460032.jpg,157302013,https://www.airbnb.com/users/show/157302013,Yasmin,0.0,Prenzlauer Berg Ost,Pankow,52.53914,13.44285,Entire home/apt,4,Entire home/apt,1.0,1.0,73.0,3,100.0,83,f,1.0
